3.000000	2.603040
4.000000	3.523686
4.000000	3.278991
4.000000	2.577710
3.000000	2.641574
2.000000	2.925465
1.000000	1.129814
2.000000	2.759153
2.000000	2.643283
3.000000	3.436394
3.000000	3.384573
2.000000	2.966533
3.000000	3.164956
2.000000	2.217594
1.000000	2.154124
3.000000	3.362025
3.000000	3.331150
3.000000	3.125885
3.000000	2.950879
2.000000	2.204725
1.000000	2.665261
3.000000	3.676158
1.000000	2.573385
2.000000	3.204954
3.000000	2.914306
2.000000	2.387152
4.000000	3.137038
2.000000	2.800539
2.000000	2.153332
3.000000	3.018783
4.000000	3.436916
2.000000	3.136822
2.000000	2.019722
2.000000	2.627064
3.000000	3.260158
3.000000	3.252757
0.000000	0.796997
3.000000	3.613640
3.000000	2.862169
3.000000	3.011130
4.000000	3.235689
3.000000	3.179083
2.000000	2.639234
2.000000	2.412148
3.000000	3.446125
3.000000	3.216688
1.000000	1.480485
3.000000	3.031331
2.000000	2.728105
1.000000	2.250370
2.000000	2.455317
3.000000	3.250855
2.000000	2.481024
2.000000	2.726715
2.000000	2.582146
2.000000	2.707713
3.000000	3.124681
1.000000	1.820881
3.000000	3.099071
3.000000	2.604556
3.000000	3.048533
2.000000	2.976957
3.000000	2.796287
2.000000	2.765973
1.000000	1.315030
3.000000	3.213624
3.000000	3.630020
3.000000	3.453457
3.000000	2.706340
3.000000	2.989903
2.000000	2.306988
3.000000	2.821058
3.000000	2.805721
2.000000	2.533358
3.000000	2.722903
3.000000	3.175773
3.000000	2.897114
3.000000	2.717034
2.000000	2.778294
3.000000	3.080246
2.000000	2.732546
2.000000	2.642424
1.000000	1.346231
3.000000	2.682149
2.000000	2.829987
4.000000	3.160816
2.000000	2.683764
3.000000	2.765389
2.000000	3.049524
1.000000	1.432100
3.000000	3.173969
1.000000	1.651963
3.000000	3.072600
3.000000	2.544744
3.000000	2.937160
2.000000	3.021121
3.000000	3.160089
1.000000	1.684172
3.000000	2.424229
2.000000	2.188563
2.000000	2.421610
2.000000	3.107320
2.000000	2.596179
4.000000	3.181223
2.000000	2.077169
3.000000	3.099368
3.000000	3.218696
3.000000	2.691043
3.000000	2.532220
3.000000	3.534111
3.000000	2.593417
4.000000	3.225119
3.000000	2.736740
2.000000	2.602674
3.000000	3.457731
4.000000	2.619869
3.000000	3.674240
2.000000	2.435232
2.000000	2.978907
2.000000	2.791748
3.000000	2.604637
3.000000	3.278203
3.000000	3.146514
3.000000	3.234559
3.000000	2.838520
3.000000	3.054653
2.000000	2.592472
3.000000	3.216724
4.000000	3.272224
1.000000	1.314021
3.000000	2.180779
3.000000	3.193720
2.000000	2.499171
2.000000	2.742673
3.000000	2.845711
3.000000	3.199783
3.000000	2.531513
1.000000	1.633137
3.000000	2.660145
3.000000	3.065302
3.000000	2.553306
4.000000	2.775454
0.000000	0.868806
2.000000	2.279895
4.000000	3.293630
3.000000	2.761187
4.000000	3.555446
3.000000	2.681988
3.000000	3.411223
3.000000	3.073188
3.000000	2.907040
3.000000	2.707536
3.000000	2.393742
3.000000	3.058893
2.000000	1.086713
2.000000	2.325464
4.000000	2.852714
3.000000	3.262970
3.000000	3.183623
4.000000	3.271971
3.000000	3.813242
3.000000	2.899948
1.000000	1.288661
3.000000	3.029515
3.000000	1.967984
3.000000	3.101250
3.000000	3.015841
3.000000	2.771400
2.000000	2.936527
2.000000	2.295637
4.000000	3.935906
3.000000	2.740925
1.000000	0.902829
3.000000	2.646155
3.000000	3.008805
3.000000	2.673010
3.000000	3.055123
2.000000	1.995939
2.000000	1.850003
3.000000	3.056747
2.000000	1.797172
2.000000	1.784076
3.000000	3.243503
4.000000	3.643516
2.000000	3.213030
2.000000	2.092544
3.000000	2.750560
2.000000	2.044411
3.000000	2.934875
2.000000	1.643168
2.000000	2.709885
2.000000	2.775113
1.000000	1.204337
3.000000	3.422698
3.000000	3.277344
3.000000	3.490861
3.000000	2.733528
2.000000	2.219433
4.000000	3.572490
3.000000	3.077349
3.000000	2.780257
2.000000	1.757731
2.000000	1.924147
3.000000	2.978718
1.000000	1.135806
3.000000	3.075103
3.000000	3.393057
2.000000	1.941070
3.000000	2.981908
2.000000	2.796811
2.000000	1.394047
3.000000	3.347808
3.000000	2.370724
3.000000	2.617524
4.000000	3.488809
3.000000	2.895807
3.000000	3.295900
1.000000	1.817453
3.000000	2.513305
2.000000	2.190227
2.000000	2.759370
2.000000	2.504274
2.000000	2.268749
1.000000	1.171002
2.000000	3.026313
2.000000	2.463964
3.000000	3.059937
2.000000	2.771056
2.000000	2.214339
3.000000	2.732132
2.000000	2.652140
4.000000	3.759211
2.000000	2.181076
1.000000	2.010961
3.000000	3.121215
2.000000	2.110520
2.000000	2.060564
3.000000	3.242623
4.000000	3.194722
1.000000	0.811252
1.000000	1.521512
2.000000	2.671113
2.000000	2.049709
3.000000	3.038651
3.000000	3.104525
2.000000	2.518930
2.000000	2.089171
1.000000	1.538434
2.000000	2.740531
2.000000	3.098222
3.000000	2.369952
4.000000	3.620028
3.000000	2.989736
3.000000	3.234092
1.000000	1.355113
3.000000	2.910566
2.000000	2.733186
1.000000	2.106032
2.000000	2.757066
3.000000	3.466060
2.000000	2.132588
3.000000	2.912525
4.000000	3.038684
2.000000	2.128823
3.000000	3.117622
1.000000	1.291932
3.000000	2.730790
4.000000	3.757909
3.000000	2.623692
2.000000	2.630463
3.000000	3.107944
2.000000	3.396895
2.000000	2.910051
2.000000	2.387048
3.000000	3.182156
2.000000	1.983683
3.000000	2.841400
3.000000	2.705724
2.000000	2.512845
3.000000	3.336110
2.000000	3.049804
2.000000	2.854205
3.000000	3.339343
3.000000	2.419875
2.000000	2.245294
3.000000	3.407431
4.000000	3.739473
3.000000	3.473747
2.000000	2.244259
2.000000	2.356659
3.000000	2.545669
3.000000	2.989508
2.000000	2.096849
3.000000	3.786043
3.000000	2.451979
2.000000	2.402852
2.000000	1.991180
3.000000	3.324001
0.000000	1.399667
0.000000	1.151032
3.000000	3.436704
3.000000	3.042154
4.000000	4.074543
3.000000	3.148173
3.000000	2.368148
3.000000	2.718761
3.000000	3.054270
2.000000	2.730165
3.000000	3.229305
3.000000	3.119887
3.000000	2.579503
2.000000	2.747529
0.000000	1.913188
2.000000	1.343345
3.000000	3.394860
2.000000	3.249638
2.000000	2.556805
1.000000	1.916626
2.000000	2.135412
2.000000	2.263940
3.000000	3.147141
2.000000	2.735795
4.000000	3.349472
1.000000	1.773866
3.000000	2.534230
2.000000	2.849191
2.000000	2.357025
2.000000	3.123594
2.000000	2.511408
3.000000	3.344543
3.000000	2.706987
3.000000	2.816098
0.000000	1.085102
3.000000	3.048696
2.000000	2.369954
4.000000	3.718814
3.000000	3.161467
3.000000	3.330698
2.000000	2.768236
3.000000	3.116034
2.000000	2.737608
3.000000	2.936203
2.000000	2.214499
2.000000	2.123538
3.000000	2.919646
3.000000	3.252094
2.000000	3.196797
3.000000	2.781264
4.000000	2.821506
3.000000	2.980953
2.000000	2.867462
3.000000	2.985656
3.000000	2.982018
3.000000	2.581019
2.000000	2.403836
2.000000	2.339943
2.000000	2.114032
0.000000	1.319520
2.000000	2.526867
3.000000	3.526378
